trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
142,False,"{'a': 0.02, 'e': 0.05842566596450083}",20,5,25.11444924219976,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.02, 'e': 0.05726876026546736}",30,20,-49.193974767266695,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
144,False,"{'a': 0.02, 'e': 0.056134762834133725}",20,7,2.056254209541005,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.02, 'e': 0.05502322005640723}",30,0,0.7810583414182595,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
146,False,"{'a': 0.02, 'e': 0.05393368730035602}",25,0,33.73339106657078,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.02, 'e': 0.05286572873835037}",20,0,18.156835824401362,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
148,False,"{'a': 0.02, 'e': 0.05181891717272583}",20,9,19.25690419429833,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.02, 'e': 0.0507928338648985}",20,0,26.1021322959265,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
150,False,"{'a': 0.02, 'e': 0.049787068367863944}",30,18,23.7228795112365,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.02, 'e': 0.04880121836201296}",20,14,12.298218568309256,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.02, 'e': 0.04783488949419837}",25,0,37.69337514742313,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.02, 'e': 0.046887695219988486}",25,8,13.711637259758069,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
154,False,"{'a': 0.02, 'e': 0.045959256649044204}",20,13,12.460235397846954,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.02, 'e': 0.0450492023935578}",25,1,35.82389937505399,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.02, 'e': 0.04415716841969286}",25,0,24.445441184367965,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
157,False,"{'a': 0.02, 'e': 0.043282797901965896}",25,11,21.53402645398738,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.02, 'e': 0.042425741080511385}",20,5,23.29034050039126,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.02, 'e': 0.04158565512117316}",30,6,32.078563112846346,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.02, 'e': 0.04076220397836621}",20,0,14.369453340314424,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
161,False,"{'a': 0.02, 'e': 0.039955058260653896}",20,10,18.88354226723032,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.02, 'e': 0.039163895098987066}",25,10,23.555405542722383,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.02, 'e': 0.038388398017552054}",30,0,26.50743364708039,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
164,False,"{'a': 0.02, 'e': 0.0376282568071762}",25,0,37.58311991935939,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
165,False,"{'a': 0.02, 'e': 0.036883167401239994}",20,7,23.28062933570515,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.02, 'e': 0.03615283175404641}",20,0,6.195731127911962,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
167,False,"{'a': 0.02, 'e': 0.03543695772159864}",20,2,16.124333920432626,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.02, 'e': 0.03473525894473856}",25,19,10.12966043273696,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.02, 'e': 0.034047454734599344}",20,0,28.76500066782831,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
170,False,"{'a': 0.02, 'e': 0.03337326996032608}",20,2,28.57159489145309,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.02, 'e': 0.03271243493901982}",20,14,10.875578658203455,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.02, 'e': 0.03206468532786077}",20,7,20.13528990034001,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.02, 'e': 0.03142976201836771}",35,3,46.131297558216836,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.02, 'e': 0.030807411032751076}",25,2,33.13552667077999,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.02, 'e': 0.0301973834223185}",30,6,45.41940012194363,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.02, 'e': 0.029599435167892}",20,13,11.120179954295253,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.02, 'e': 0.029013327082197053}",25,16,20.315662388920742,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.02, 'e': 0.028438824714184505}",25,5,31.786088917975807,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.02, 'e': 0.027875698255247015}",30,18,21.235529612275283,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.02, 'e': 0.02732372244729256}",20,8,19.541558383370102,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.02, 'e': 0.026782676492638175}",20,9,19.965004098792626,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.02, 'e': 0.02625234396568796}",30,10,34.53340508573427,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.02, 'e': 0.02573251272635994}",20,0,23.656129885051694,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
184,False,"{'a': 0.02, 'e': 0.025222974835227212}",25,13,24.79971254936168,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.02, 'e': 0.024723526470339388}",25,15,18.631359555880717,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.02, 'e': 0.024233967845691113}",25,18,13.73635529136595,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.02, 'e': 0.023754103131304997}",20,8,23.05868199967782,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.02, 'e': 0.023283740374897}",30,0,40.725245542482874,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
189,False,"{'a': 0.02, 'e': 0.02282269142509297}",30,22,12.536581524410876,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.02, 'e': 0.02237077185616559}",30,21,15.714386219854994,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.02, 'e': 0.02192780089426161}",30,22,14.556892676052119,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.02, 'e': 0.021493601345089923}",30,20,17.4657279957642,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.02, 'e': 0.021067999523041434}",20,13,10.555960190458405,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.02, 'e': 0.020650825181712566}",20,1,30.935186128511383,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.02, 'e': 0.02024191144580439}",25,7,22.17850732431476,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.02, 'e': 0.019841094744370288}",25,1,18.984770660694696,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
197,False,"{'a': 0.02, 'e': 0.01944821474538539}",20,2,29.384073384917134,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.02, 'e': 0.019063114291611637}",20,13,15.676208988482959,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.02, 'e': 0.018685639337732773}",20,9,25.224086950794856,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.02, 'e': 0.01831563888873418}",30,18,12.66279410273704,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.02, 'e': 0.01795296493950285}",20,10,20.363267031072127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.02, 'e': 0.017597472415623393}",35,10,36.72248819791213,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.02, 'e': 0.017249019115346265}",20,10,17.605829063999437,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.02, 'e': 0.01690746565270528}",25,7,28.00657277933698,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.02, 'e': 0.016572675401761255}",30,13,28.71554528481494,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.02, 'e': 0.01624451444194987}",20,11,15.15180444987891,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.02, 'e': 0.015922851504511698}",25,0,33.083891342645785,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
208,False,"{'a': 0.02, 'e': 0.01560755791998283}",20,0,31.90554821306219,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
209,False,"{'a': 0.02, 'e': 0.015298507566725518}",30,21,16.46705764594598,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.02, 'e': 0.014995576820477703}",20,10,17.718878388130396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.02, 'e': 0.014698644504901784}",20,8,19.763781009695883,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.02, 'e': 0.01440759184311235}",20,0,30.12526166628617,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
213,False,"{'a': 0.02, 'e': 0.014122302410163962}",25,15,16.13064699317799,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.02, 'e': 0.013842662086479501}",25,12,30.061597475806682,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.02, 'e': 0.013568559012200934}",25,0,34.872354656251,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
216,False,"{'a': 0.02, 'e': 0.013299883542443767}",25,20,10.962508008431092,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.02, 'e': 0.013036528203437736}",25,11,20.259228872476054,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.02, 'e': 0.01277838764953576}",25,7,28.29275974391891,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.02, 'e': 0.012525358621074385}",25,8,20.73818274932221,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.02, 'e': 0.012277339903068436}",25,1,37.59325887650193,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.02, 'e': 0.012034232284723775}",25,14,16.601100686061105,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.02, 'e': 0.011795938519751562}",20,0,31.33122658685297,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
223,False,"{'a': 0.02, 'e': 0.011562363287468536}",20,0,17.412868542584476,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
224,False,"{'a': 0.02, 'e': 0.011333413154667387}",20,7,23.855015409357076,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.02, 'e': 0.011108996538242306}",35,11,40.44024457494153,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.02, 'e': 0.01088902366855444}",20,0,30.22294840319131,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
227,False,"{'a': 0.02, 'e': 0.010673406553522925}",20,0,29.325585832364798,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
228,False,"{'a': 0.02, 'e': 0.010462058943426795}",25,10,25.00784094277072,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.02, 'e': 0.010254896296404022}",20,10,16.406436913807962,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.02, 'e': 0.010051835744633576}",20,9,15.42538554669699,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.02, 'e': 0.009852796061187257}",25,14,17.306522565748356,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.02, 'e': 0.009657697627537777}",30,17,23.40720441782748,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.02, 'e': 0.009466462401710323}",25,0,36.40407447106393,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
234,False,"{'a': 0.02, 'e': 0.009279013887064744}",25,3,35.78132744282131,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.02, 'e': 0.009095277101695816}",30,18,26.90246667218873,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.02, 'e': 0.008915178548439553}",25,13,17.193446512512722,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.02, 'e': 0.00873864618547329}",25,3,32.4790543063429,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.02, 'e': 0.00856560939749806}",20,6,22.674502155770547,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.02, 'e': 0.00839599896749147}",20,4,29.46408673588701,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.02, 'e': 0.00822974704902003}",20,0,34.0920351743876,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
241,False,"{'a': 0.02, 'e': 0.008066787139099614}",25,3,32.12530303887956,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.02, 'e': 0.007907054051593441}",20,0,28.08604582454546,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
243,False,"{'a': 0.02, 'e': 0.007750483891136692}",25,17,13.356181525166452,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.02, 'e': 0.007597014027577567}",20,0,25.615021082889,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
245,False,"{'a': 0.02, 'e': 0.007446583070924338}",20,8,20.61547468669451,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.02, 'e': 0.007299130846788583}",30,5,42.08999781982296,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.02, 'e': 0.007154598372314579}",25,16,12.47238845637847,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.02, 'e': 0.007012927832585425}",20,13,10.857200035833543,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.02, 'e': 0.006874062557496248}",30,18,21.209536410252987,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.02, 'e': 0.006737946999085467}",25,3,35.92415622385684,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.02, 'e': 0.006604526709314805}",20,15,5.0298588503191795,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.02, 'e': 0.006473748318289405}",30,0,46.3797960964095,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
253,False,"{'a': 0.02, 'e': 0.00634555951290911}",20,13,14.04545555269396,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.02, 'e': 0.006219909015942573}",20,0,30.26039709347131,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
255,False,"{'a': 0.02, 'e': 0.006096746565515633}",20,1,22.253230175501145,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.02, 'e': 0.005976022895005943}",20,0,34.715631802142575,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
257,False,"{'a': 0.02, 'e': 0.0058576897133356225}",25,13,19.68705680513245,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.02, 'e': 0.005741699685654202}",20,14,10.07199443304041,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.02, 'e': 0.005628006414404065}",20,15,7.020601527544656,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.02, 'e': 0.0055165644207607716}",25,11,23.167854051491584,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.02, 'e': 0.00540732912644096}",30,11,30.216801861482825,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.02, 'e': 0.005300256835870402}",25,0,33.25056364856955,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.02, 'e': 0.005195304718705231}",20,0,29.807329717944658,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
264,False,"{'a': 0.02, 'e': 0.00509243079269919}",20,0,30.27773168424308,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
265,False,"{'a': 0.02, 'e': 0.004991593906910217}",25,10,23.586722841167127,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.02, 'e': 0.004892753725239476}",20,0,29.395026913655656,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
267,False,"{'a': 0.02, 'e': 0.004795870710296421}",25,2,37.782335396611906,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.02, 'e': 0.004700906107583276}",20,13,13.355245538287281,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.02, 'e': 0.004607821929992752}",20,1,25.200404006871267,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.02, 'e': 0.004516580942612666}",20,1,24.409900659392797,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.02, 'e': 0.004427146647831511}",30,18,19.676997265559777,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.02, 'e': 0.004339483270738895}",20,9,22.08007631000884,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.02, 'e': 0.004253555744815125}",30,0,44.4903937125689,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
274,False,"{'a': 0.02, 'e': 0.0041693296979041115}",30,8,38.48446141092618,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.02, 'e': 0.004086771438464067}",25,6,33.68425891559781,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.02, 'e': 0.004005847942090417}",25,11,26.256243248600782,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.02, 'e': 0.003926526838305624}",30,16,27.05964807920225,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.02, 'e': 0.0038487763976105395}",25,11,21.421956303275845,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.02, 'e': 0.0037725655187922052}",20,11,12.490860113731763,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.02, 'e': 0.003697863716482929}",35,25,18.263478491142923,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.02, 'e': 0.0036246411089657558}",30,15,24.4370709916832,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.02, 'e': 0.003552868406221362}",20,11,15.107652567858924,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.02, 'e': 0.003482516898211663}",20,0,33.0432433417412,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.02, 'e': 0.0034135584433954303}",20,3,27.541397721065852,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.02, 'e': 0.003345965457471272}",20,3,30.44916950963981,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.02, 'e': 0.003279710902343573}",25,11,22.772662320233934,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.02, 'e': 0.00321476827530687}",30,0,52.002371244463355,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
288,False,"{'a': 0.02, 'e': 0.0031511115984444414}",20,0,28.258707149033146,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
289,False,"{'a': 0.02, 'e': 0.0030887154082367687}",30,0,39.86057839329531,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
290,False,"{'a': 0.02, 'e': 0.0030275547453758153}",30,14,26.367823786699592,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.02, 'e': 0.002967605144780944}",20,0,24.268804461613293,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
292,False,"{'a': 0.02, 'e': 0.002908842625812584}",20,12,14.10037082707753,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.02, 'e': 0.0028512436826796323}",20,12,16.442874536798055,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.02, 'e': 0.0027947852750368437}",20,5,25.244085281716302,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.02, 'e': 0.0027394448187683684}",20,12,12.54637096724935,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.02, 'e': 0.0026852001769538205}",25,20,9.432045273505917,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.02, 'e': 0.0026320296510131984}",20,3,26.81988449775752,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.02, 'e': 0.00257991197202718}",25,19,7.760883510509075,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.02, 'e': 0.0025288262922292556}",20,0,30.74598242719527,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
300,False,"{'a': 0.02, 'e': 0.0024787521766663585}",20,6,25.3751412951812,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.02, 'e': 0.0024296695950245953}",20,0,24.7356879276326,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
302,False,"{'a': 0.02, 'e': 0.0023815589136168707}",25,2,36.859612970367785,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.02, 'e': 0.002334400887529133}",20,9,20.645845807178528,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.02, 'e': 0.0022881766529221693}",25,3,35.91416527860429,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.02, 'e': 0.002242867719485801}",35,18,33.8712151261411,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.02, 'e': 0.0021984559630425313}",25,0,38.06494186330974,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
307,False,"{'a': 0.02, 'e': 0.002154923618297613}",35,13,42.902908766636536,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.02, 'e': 0.002112253271732714}",25,18,10.976563900222112,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.02, 'e': 0.0020704278546402606}",20,0,31.262471501082377,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
310,False,"{'a': 0.02, 'e': 0.002029430636295734}",25,0,38.66057935139543,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
311,False,"{'a': 0.02, 'e': 0.0019892452172651635}",30,21,14.990418075855835,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.02, 'e': 0.0019498555228451206}",20,16,5.751800760974311,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.02, 'e': 0.0019112457966326377}",25,0,36.98386964880695,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
314,False,"{'a': 0.02, 'e': 0.0018734005942224233}",25,0,35.69903150435023,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
